modelIdentifier,spinSpeedRated,type,onMarketStartDate,spinSpeedHalf,ratedCapacity,spinClass,maxTemperatureRated,maxTemperatureQuarter,dimensionDepth,guaranteeDuration,dimensionHeight,spinSpeedQuarter,energyEfficiencyIndex,noiseClass,powerOffMode,webLinkSupplier,programmeDurationHalf,programmeDurationQuarter,energyConsPerCycle,noise,waterCons,energyClass,programmeDurationRated,dimensionWidth,supplierOrTrademark,energyConsPer100Cycle,maxTemperatureHalf,powerDelayStart,rinsingEffectiveness
KW0912T2S,1200.0,FREE_STANDING,"[2022, 4, 1]",1200.0,9.0,B,45.0,26.0,58.0,0.0,85.0,1200.0,80.0,C,0.5,https://arkemix.com/,174.0,174.0,0.761,78.0,50.0,D,228.0,60.0,KRYSTER,76.0,36.0,4.0,5.0
MFES06W70/W-ES,1200.0,FREE_STANDING,"[2022, 4, 1]",1200.0,7.0,C,39.0,30.0,40.0,24.0,85.0,1200.0,80.0,C,0.5,WWW.MIDEA.ES,162.0,162.0,0.6900000000000001,80.0,45.0,D,208.0,60.0,MIDEA,69.0,35.0,4.0,5.0
NVR-4550-IN 10K 1400 B,1400.0,FREE_STANDING,"[2022, 4, 1]",1400.0,10.0,C,40.0,28.0,63.0,24.0,85.0,1400.0,80.0,B,0.5,WWW.NEVIR.ES,180.0,180.0,0.79,76.0,52.0,D,239.0,60.0,NEVIR,79.0,39.0,4.0,4.9
WFB218QW -01,950.0,FREE_STANDING,"[2022, 4, 1]",950.0,18.0,C,53.0,31.0,86.0,0.0,101.0,950.0,80.0,C,0.5,http://www.brandt.com,180.0,180.0,0.882,80.0,64.0,D,240.0,69.0,BRANDT,88.0,35.0,4.0,5.0
MFE80-S1402C31,1400.0,FREE_STANDING,"[2022, 4, 1]",1400.0,8.0,B,38.0,25.0,56.0,24.0,85.0,1400.0,91.0,C,0.0,www.midea.com,168.0,168.0,1.0,80.0,60.0,E,218.0,59.0,MIDEA,83.0,33.0,9.0,5.0
WG44G205NL,1351.0,FREE_STANDING,"[2022, 3, 31]",1351.0,9.0,B,38.0,23.0,64.0,24.0,85.0,1351.0,48.8,A,0.15,https://www.siemens-home.com/e-label,174.0,142.0,0.464,70.0,48.0,A,228.0,60.0,Siemens,46.0,27.0,1.1,5.0
WGG24409FG,1351.0,FREE_STANDING,"[2022, 3, 31]",1351.0,9.0,B,38.0,23.0,64.0,24.0,85.0,1351.0,48.8,A,0.15,https://www.bosch-home.com/energylabel,174.0,142.0,0.464,70.0,48.0,A,228.0,60.0,Bosch,46.0,27.0,1.1,5.0
WGG244A20,1351.0,FREE_STANDING,"[2022, 3, 31]",1351.0,9.0,B,38.0,23.0,64.0,24.0,85.0,1351.0,48.8,A,0.15,https://www.bosch-home.com/energylabel,174.0,142.0,0.464,70.0,48.0,A,228.0,60.0,Bosch,46.0,27.0,1.1,5.0
HW90-BP14939,1380.0,FREE_STANDING,"[2022, 3, 31]",1380.0,9.0,B,35.0,25.0,60.0,24.0,85.0,1380.0,51.9,B,0.5,www.haier.com,172.0,165.0,0.494,74.0,48.0,A,228.0,59.0,Haier,49.0,32.0,4.0,4.8
Super Eco 8464A,1351.0,FREE_STANDING,"[2022, 3, 31]",1351.0,8.0,B,33.0,21.0,61.0,24.0,85.0,1351.0,52.0,B,0.5,https://docs.whirlpool.eu/,168.0,160.0,0.472,76.0,48.0,A,218.0,60.0,BAUKNECHT,47.0,28.0,4.0,5.0
ES-NFB814CWDA-BX,1330.0,FREE_STANDING,"[2022, 3, 31]",1330.0,8.0,B,30.0,21.0,56.0,24.0,85.0,1330.0,41.1,B,0.5,http://www.sharphomeappliances.com,165.0,130.0,0.374,75.0,32.0,A,218.0,60.0,SHARP,37.0,26.0,4.0,5.0
NLCD 946 WC A EU N,1351.0,FREE_STANDING,"[2022, 3, 31]",1351.0,9.0,B,32.0,25.0,61.0,24.0,85.0,1351.0,51.8,B,0.5,https://docs.whirlpool.eu/,170.0,130.0,0.493,76.0,50.0,A,225.0,60.0,HOTPOINT/ARISTON,49.0,29.0,4.0,4.9
HW90-B14IGITU1,1330.0,FREE_STANDING,"[2022, 3, 31]",1330.0,9.0,B,38.0,25.0,44.0,24.0,85.0,1330.0,59.5,A,0.5,www.haier.com,172.0,165.0,0.5660000000000001,72.0,48.0,B,228.0,59.0,Haier,57.0,30.0,4.0,5.0
GW7P59425WK 7178548300,1400.0,FREE_STANDING,"[2022, 3, 31]",1400.0,9.0,B,35.0,24.0,58.0,24.0,84.0,1400.0,59.5,B,0.5,http://support.grundig.com,173.0,173.0,0.5660000000000001,75.0,45.0,B,228.0,60.0,GRUNDIG,57.0,32.0,4.0,4.9
HW90-B14979S8TU1,1330.0,FREE_STANDING,"[2022, 3, 31]",1330.0,9.0,B,38.0,25.0,44.0,24.0,85.0,1330.0,59.5,A,0.5,www.haier.com,172.0,165.0,0.5660000000000001,72.0,48.0,B,228.0,59.0,Haier,57.0,30.0,4.0,5.0
WR1055 10784267,1000.0,FREE_STANDING,"[2022, 3, 31]",1000.0,8.0,C,44.0,20.0,557.0,24.0,845.0,1000.0,80.0,C,0.0,www.vestel.com.tr,185.0,180.0,1.0,76.0,53.0,D,210.0,597.0,ATLANTIC,73.0,34.0,4.0,5.0
1261CF4T 10784268,1200.0,FREE_STANDING,"[2022, 3, 31]",1200.0,9.0,C,42.0,23.0,582.0,24.0,845.0,1200.0,69.0,C,0.0,www.vestel.com.tr,174.0,170.0,1.0,78.0,59.0,D,220.0,597.0,ATLANTIC,66.0,28.0,4.0,5.0
WUU28T61ES,1351.0,FREE_STANDING,"[2022, 3, 30]",1351.0,9.0,B,38.0,23.0,63.0,24.0,85.0,1351.0,48.8,A,0.15,https://www.bosch-home.com/energylabel,174.0,142.0,0.464,71.0,48.0,A,228.0,60.0,Bosch,46.0,27.0,1.1,5.0
B3WFT5104110W 7178544300,1400.0,FREE_STANDING,"[2022, 3, 30]",1400.0,10.0,B,32.0,24.0,58.0,24.0,84.0,1400.0,51.5,B,0.5,http://support.beko.com,179.0,179.0,0.509,75.0,43.0,A,238.0,60.0,Beko,51.0,28.0,4.0,4.9
WUU28T0XES,1351.0,FREE_STANDING,"[2022, 3, 30]",1351.0,9.0,B,38.0,23.0,63.0,24.0,85.0,1351.0,48.8,A,0.15,https://www.bosch-home.com/energylabel,174.0,142.0,0.464,71.0,48.0,A,228.0,60.0,Bosch,46.0,27.0,1.1,5.0
WUU24T61ES,1151.0,FREE_STANDING,"[2022, 3, 30]",1151.0,9.0,B,38.0,23.0,63.0,24.0,85.0,1151.0,48.8,A,0.15,https://www.bosch-home.com/energylabel,174.0,142.0,0.464,71.0,48.0,A,228.0,60.0,Bosch,46.0,27.0,1.1,5.0
WUU24T6XES,1151.0,FREE_STANDING,"[2022, 3, 30]",1151.0,9.0,B,38.0,23.0,63.0,24.0,85.0,1151.0,48.8,A,0.15,https://www.bosch-home.com/energylabel,174.0,142.0,0.464,71.0,48.0,A,228.0,60.0,Bosch,46.0,27.0,1.1,5.0
B3WFT59415W 7178549500,1400.0,FREE_STANDING,"[2022, 3, 30]",1400.0,9.0,B,32.0,22.0,58.0,24.0,84.0,1400.0,51.5,B,0.5,http://support.beko.com,173.0,173.0,0.49,75.0,45.0,A,228.0,60.0,Beko,49.0,28.0,4.0,4.9
GW5P59415W 7178549700,1400.0,FREE_STANDING,"[2022, 3, 30]",1400.0,9.0,B,32.0,22.0,58.0,24.0,84.0,1400.0,51.5,B,0.5,http://support.grundig.com,173.0,173.0,0.49,75.0,45.0,A,228.0,60.0,GRUNDIG,49.0,28.0,4.0,4.9
WTV8716XWWST 7149345600,1400.0,FREE_STANDING,"[2022, 3, 30]",1400.0,8.0,B,34.0,24.0,59.0,24.0,84.0,1400.0,51.5,A,0.5,http://support.beko.com,167.0,167.0,0.468,72.0,37.0,A,218.0,60.0,Beko,47.0,28.0,4.0,4.9
NLCD 946 SS A EU N,1351.0,FREE_STANDING,"[2022, 3, 30]",1351.0,9.0,B,32.0,25.0,61.0,24.0,85.0,1351.0,51.8,B,0.5,https://docs.whirlpool.eu/,170.0,130.0,0.493,76.0,50.0,A,225.0,60.0,HOTPOINT/ARISTON,49.0,29.0,4.0,4.9
ETA355490000B,1330.0,FREE_STANDING,"[2022, 3, 30]",1330.0,8.0,B,41.0,25.0,56.0,24.0,85.0,1330.0,60.0,B,0.5,www.eta.cz,168.0,168.0,0.545,75.0,48.0,B,218.0,60.0,ETA,55.0,33.0,4.0,5.0
WMB91434PTS1 7158541800,1400.0,FREE_STANDING,"[2022, 3, 30]",1400.0,9.0,B,35.0,24.0,64.0,24.0,84.0,1400.0,59.5,B,0.5,http://support.beko.com,173.0,173.0,0.5660000000000001,75.0,49.0,B,228.0,60.0,Beko,57.0,35.0,4.0,4.9
ETA355390000B,1200.0,FREE_STANDING,"[2022, 3, 30]",1200.0,7.0,B,44.0,23.0,50.0,24.0,85.0,1200.0,60.0,B,0.5, www.eta.cz,162.0,162.0,0.517,75.0,45.0,B,208.0,60.0,ETA,52.0,29.0,4.0,5.0
W20967R.W,1600.0,FREE_STANDING,"[2022, 3, 30]",1600.0,9.0,A,39.0,27.0,59.0,24.0,85.0,1600.0,57.9,B,0.3,https://www.asko.com,170.0,170.0,0.55,76.0,48.0,B,210.0,60.0,ASKO,55.0,28.0,3.4,3.7
ETA355490000BI,1330.0,FREE_STANDING,"[2022, 3, 30]",1330.0,8.0,B,41.0,25.0,56.0,24.0,85.0,1330.0,60.0,B,0.5,www.eta.cz,168.0,168.0,0.545,75.0,48.0,B,218.0,60.0,ETA,55.0,33.0,4.0,5.0
WFQY8014EVJM,1400.0,FREE_STANDING,"[2022, 3, 29]",1400.0,8.0,B,34.0,24.0,54.0,24.0,85.0,1400.0,59.4,A,0.49,https://global.hisense.com/laundry,168.0,168.0,0.54,72.0,45.0,B,218.0,60.0,HISENSE,54.0,29.0,3.7,4.0
WFQY701418VJM,1400.0,FREE_STANDING,"[2022, 3, 29]",1400.0,7.0,B,36.0,26.0,54.0,24.0,85.0,1400.0,59.9,A,0.49,https://global.hisense.com/laundry,160.0,160.0,0.516,72.0,42.0,B,208.0,60.0,HISENSE,52.0,26.0,3.7,4.0
WFQY801418VJM,1400.0,FREE_STANDING,"[2022, 3, 29]",1400.0,8.0,B,34.0,24.0,54.0,24.0,85.0,1400.0,59.4,A,0.49,https://global.hisense.com/laundry,168.0,168.0,0.54,72.0,45.0,B,218.0,60.0,HISENSE,54.0,29.0,3.7,4.0
TDLRB 6252BS EU/N,1151.0,FREE_STANDING,"[2022, 3, 29]",1151.0,6.0,B,38.0,25.0,60.0,24.0,90.0,1151.0,59.8,B,0.11,https://docs.whirlpool.eu/,155.0,115.0,0.484,74.0,43.0,B,195.0,40.0,WHIRLPOOL,48.0,27.0,4.0,4.9
WFQY7014EVJM,1400.0,FREE_STANDING,"[2022, 3, 29]",1400.0,7.0,B,36.0,26.0,54.0,24.0,85.0,1400.0,59.9,A,0.49,https://global.hisense.com/laundry,160.0,160.0,0.516,72.0,42.0,B,208.0,60.0,HISENSE,52.0,26.0,3.7,4.0
WFQY1014EVJMT,1400.0,FREE_STANDING,"[2022, 3, 29]",1400.0,10.0,B,39.0,25.0,61.0,24.0,85.0,1400.0,59.7,A,0.49,https://global.hisense.com/laundry,180.0,180.0,0.59,72.0,43.0,B,239.0,60.0,HISENSE,59.0,36.0,3.6,3.8
W814QYS,1400.0,FREE_STANDING,"[2022, 3, 29]",1400.0,8.0,B,34.0,24.0,54.0,24.0,85.0,1400.0,59.4,A,0.49,https://global.hisense.com/laundry,168.0,168.0,0.54,72.0,45.0,B,218.0,60.0,HISENSE,54.0,29.0,3.7,4.0
W914KVVS,1400.0,FREE_STANDING,"[2022, 3, 29]",1400.0,9.0,B,48.0,23.0,60.0,24.0,85.0,1400.0,68.9,B,0.49,https://global.hisense.com/laundry,174.0,174.0,0.655,76.0,49.0,C,228.0,60.0,HISENSE,66.0,39.0,3.9,4.0
WTV7611BWW 7137242000,1200.0,FREE_STANDING,"[2022, 3, 29]",1200.0,7.0,B,40.0,26.0,55.0,24.0,84.0,1200.0,79.5,B,0.5,http://support.beko.com,161.0,161.0,0.685,74.0,45.0,D,207.0,60.0,Beko,69.0,39.0,4.0,4.9
WFPV9014EM,1400.0,FREE_STANDING,"[2022, 3, 29]",1400.0,9.0,B,45.0,27.0,60.0,24.0,85.0,1400.0,90.5,B,0.49,https://global.hisense.com/laundry,174.0,174.0,0.861,76.0,49.0,E,228.0,60.0,HISENSE,86.0,35.0,4.0,5.0
WWH860 WCS PWash&TDos&8kg,1400.0,FREE_STANDING,"[2022, 3, 28]",1400.0,8.0,B,37.0,26.0,64.0,24.0,85.0,1400.0,51.7,A,0.4,https://www.miele.com/,159.0,149.0,0.47,67.0,47.0,A,219.0,60.0,Miele & Cie KG,47.0,31.0,3.6,4.0
H7W 412MBC-80,1330.0,FREE_STANDING,"[2022, 3, 28]",1330.0,12.0,B,35.0,25.0,66.0,12.0,85.0,1330.0,51.4,B,0.5,https://corporate.haier-europe.com/en/,178.0,178.0,0.538,76.0,56.0,A,238.0,59.0,HOOVER,54.0,33.0,4.0,5.0
GW7P510419W 7178547200,1400.0,FREE_STANDING,"[2022, 3, 28]",1400.0,10.0,B,38.0,24.0,58.0,24.0,84.0,1400.0,46.5,B,0.5,http://support.grundig.com,179.0,179.0,0.459,75.0,39.0,A,238.0,60.0,GRUNDIG,46.0,30.0,4.0,4.9
FA104V5URW0,1360.0,FREE_STANDING,"[2022, 3, 28]",1360.0,10.5,A,36.0,26.0,57.0,24.0,85.0,1360.0,51.9,A,0.5,https://www.lg.com/global/ajax/common_manual,180.0,145.0,0.522,71.0,53.0,A,240.0,60.0,LG Electronics,53.0,31.0,4.0,5.0
FB48V3TW4W,1360.0,FREE_STANDING,"[2022, 3, 28]",1360.0,8.0,B,39.0,23.0,57.0,24.0,85.0,1360.0,59.7,B,0.5,https://www.lg.com/global/ajax/common_manual,168.0,150.0,0.543,73.0,48.0,B,218.0,60.0,LG Electronics,55.0,32.0,4.0,5.0
VM107AT2,1000.0,FREE_STANDING,"[2022, 3, 28]",1000.0,7.0,C,50.0,23.0,50.0,24.0,85.0,1000.0,80.0,B,0.5,www.koncar-ka.hr; www.nitom.rs,160.0,160.0,0.6900000000000001,76.0,45.0,D,208.0,60.0,KONČAR,69.0,27.0,4.0,5.0
FW27V3HN3W,1170.0,FREE_STANDING,"[2022, 3, 28]",1170.0,7.0,B,50.0,25.0,48.0,24.0,85.0,1170.0,79.9,A,0.5,https://www.lg.com/global/ajax/common_manual,162.0,157.0,0.6890000000000001,71.0,45.0,D,208.0,60.0,LG Electronics,69.0,41.0,4.0,5.0
WA7014-060D weiss,1330.0,FREE_STANDING,"[2022, 3, 28]",1330.0,7.0,B,50.0,23.0,535.0,24.0,845.0,1330.0,79.9,C,0.5,www.exquisit.de,160.0,160.0,0.6890000000000001,79.0,45.0,D,208.0,598.0,Exquisit,69.0,27.0,4.0,5.0
F27V3HN3W,1170.0,FREE_STANDING,"[2022, 3, 28]",1170.0,7.0,B,50.0,25.0,48.0,24.0,85.0,1170.0,79.9,A,0.5,https://www.lg.com/global/ajax/common_manual,162.0,157.0,0.6890000000000001,71.0,45.0,D,208.0,60.0,LG Electronics,69.0,41.0,4.0,5.0
WFQY8014EVJMT,1400.0,FREE_STANDING,"[2022, 3, 25]",1400.0,8.0,B,34.0,24.0,54.0,24.0,85.0,1400.0,59.4,A,0.49,https://global.hisense.com/laundry,168.0,168.0,0.54,72.0,45.0,B,218.0,60.0,HISENSE,54.0,29.0,3.7,4.0
F4WV309SIL,1360.0,FREE_STANDING,"[2022, 3, 25]",1360.0,9.0,B,43.0,26.0,57.0,24.0,85.0,1360.0,60.0,B,0.5, https://www.lg.com/global/ajax/common_manual,170.0,160.0,0.5710000000000001,73.0,50.0,B,228.0,60.0,LG Electronics,58.0,32.0,4.0,5.0
ES-HFA8123WD1-IT,1200.0,FREE_STANDING,"[2022, 3, 25]",1200.0,8.0,B,49.0,22.0,53.0,24.0,85.0,1200.0,80.0,C,0.5,http://www.sharphomeappliances.com,168.0,168.0,0.727,77.0,48.0,D,218.0,60.0,SHARP,73.0,36.0,4.0,5.0
CWF14G109,1351.0,FREE_STANDING,"[2022, 3, 24]",1351.0,9.0,B,38.0,23.0,64.0,24.0,85.0,1351.0,48.8,A,0.15,https://www.constructa.com/energylabel,174.0,142.0,0.464,70.0,48.0,A,228.0,60.0,Constructa,46.0,27.0,1.1,5.0
WUU28T19FF,1351.0,FREE_STANDING,"[2022, 3, 24]",1351.0,9.0,B,38.0,23.0,63.0,24.0,85.0,1351.0,48.8,A,0.15,https://www.bosch-home.com/energylabel,174.0,142.0,0.464,70.0,48.0,A,228.0,60.0,Bosch,46.0,27.0,1.1,5.0
FFD 11469E BCV BE,1351.0,FREE_STANDING,"[2022, 3, 24]",1351.0,11.0,B,33.0,26.0,61.0,24.0,85.0,1351.0,52.0,B,0.5,https://docs.whirlpool.eu/,180.0,150.0,0.53,76.0,54.0,A,240.0,60.0,WHIRLPOOL,53.0,30.0,4.0,4.9
WU14UT71EX,1351.0,FREE_STANDING,"[2022, 3, 24]",1351.0,9.0,B,38.0,23.0,63.0,24.0,85.0,1351.0,48.8,A,0.15,https://www.siemens-home.com/e-label,174.0,142.0,0.464,70.0,48.0,A,228.0,60.0,Siemens,46.0,27.0,1.1,5.0
W2NEI84AS/CZ,1400.0,FREE_STANDING,"[2022, 3, 24]",1400.0,8.0,B,37.0,20.0,55.0,24.0,85.0,1400.0,51.9,B,0.3,https://www.gorenjegroup.com,165.0,165.0,0.472,76.0,48.0,A,212.0,60.0,GORENJE,47.0,20.0,1.24,3.7
WGG24400NL,1351.0,FREE_STANDING,"[2022, 3, 24]",1351.0,9.0,B,38.0,23.0,64.0,24.0,85.0,1351.0,48.8,A,0.15,https://www.bosch-home.com/energylabel,174.0,142.0,0.464,70.0,48.0,A,228.0,60.0,Bosch,46.0,27.0,1.1,5.0
WGG24405NL,1351.0,FREE_STANDING,"[2022, 3, 24]",1351.0,9.0,B,38.0,23.0,64.0,24.0,85.0,1351.0,48.8,A,0.15,https://www.bosch-home.com/energylabel,174.0,142.0,0.464,70.0,48.0,A,228.0,60.0,Bosch,46.0,27.0,1.1,5.0
WU14UT19FF,1351.0,FREE_STANDING,"[2022, 3, 24]",1351.0,9.0,B,38.0,23.0,63.0,24.0,85.0,1351.0,48.8,A,0.15,https://www.siemens-home.com/e-label,174.0,142.0,0.464,70.0,48.0,A,228.0,60.0,Siemens,46.0,27.0,1.1,5.0
WGG24400FR,1351.0,FREE_STANDING,"[2022, 3, 24]",1351.0,9.0,B,38.0,23.0,64.0,24.0,85.0,1351.0,48.8,A,0.15,https://www.bosch-home.com/energylabel,174.0,142.0,0.464,70.0,48.0,A,228.0,60.0,Bosch,46.0,27.0,1.1,5.0
WGG24409NL,1351.0,FREE_STANDING,"[2022, 3, 24]",1351.0,9.0,B,38.0,23.0,64.0,24.0,85.0,1351.0,48.8,A,0.15,https://www.bosch-home.com/energylabel,174.0,142.0,0.464,70.0,48.0,A,228.0,60.0,Bosch,46.0,27.0,1.1,5.0
WGG244A6FG,1351.0,FREE_STANDING,"[2022, 3, 24]",1351.0,9.0,B,38.0,23.0,64.0,24.0,85.0,1351.0,48.8,A,0.15,https://www.bosch-home.com/energylabel,174.0,142.0,0.464,70.0,48.0,A,228.0,60.0,Bosch,46.0,27.0,1.1,5.0
W2NEI74SAS/CZ,1400.0,FREE_STANDING,"[2022, 3, 24]",1400.0,7.0,B,38.0,23.0,47.0,24.0,85.0,1400.0,51.6,B,0.3,https://www.gorenjegroup.com,153.0,151.0,0.445,76.0,44.0,A,207.0,60.0,GORENJE,44.0,23.0,1.24,4.2
ILLFH08S14,1400.0,FREE_STANDING,"[2022, 3, 24]",1400.0,8.0,B,39.0,26.0,54.0,12.0,85.0,1400.0,51.7,A,0.42,www.icestream.fr,168.0,168.0,0.747,72.0,45.0,A,218.0,60.0,ICESTREAM,46.0,29.0,3.7,4.0
WUU28T21,1351.0,FREE_STANDING,"[2022, 3, 24]",1351.0,9.0,B,38.0,23.0,63.0,24.0,85.0,1351.0,48.8,A,0.15,https://www.bosch-home.com/energylabel,174.0,142.0,0.464,70.0,48.0,A,228.0,60.0,Bosch,46.0,27.0,1.1,5.0
WU14UTEK1,1351.0,FREE_STANDING,"[2022, 3, 24]",1351.0,9.0,B,38.0,23.0,63.0,24.0,85.0,1351.0,48.8,A,0.15,https://www.siemens-home.com/e-label,174.0,142.0,0.464,70.0,48.0,A,228.0,60.0,Siemens,46.0,27.0,1.1,5.0
BWE 101685X W UK N,1551.0,FREE_STANDING,"[2022, 3, 24]",1551.0,10.0,A,30.0,22.0,61.0,24.0,85.0,1551.0,59.7,C,0.5,https://docs.whirlpool.eu/,180.0,150.0,0.59,79.0,52.0,B,239.0,60.0,INDESIT,59.0,28.0,4.0,4.0
DWUE7222B0WS 7000640067,1200.0,FREE_STANDING,"[2022, 3, 24]",1200.0,7.0,B,41.0,25.0,49.0,24.0,84.0,1200.0,79.5,B,0.5,http://support.beko.com,161.0,161.0,0.685,74.0,40.0,D,207.0,60.0,Beko,69.0,39.0,4.0,4.9
FA610V7RABW,1560.0,FREE_STANDING,"[2022, 3, 23]",1560.0,10.5,A,34.0,26.0,57.0,24.0,85.0,1560.0,46.7,B,0.5,https://www.lg.com/global/ajax/common_manual,180.0,130.0,0.469,73.0,53.0,A,240.0,60.0,LG Electronics,47.0,29.0,4.0,5.0
PLDI 138 BTL King,1300.0,FREE_STANDING,"[2022, 3, 23]",1300.0,8.0,B,41.0,22.0,61.0,24.0,88.0,1300.0,59.8,C,0.5,www.philco.cz,168.0,168.0,0.544,79.0,48.0,B,218.0,40.0,PHILCO,54.0,30.0,4.0,5.0
PR148AT4INV,1330.0,FREE_STANDING,"[2022, 3, 23]",1330.0,8.0,B,41.0,25.0,56.0,60.0,85.0,1330.0,60.0,B,0.5,www.koncar-ka.hr,168.0,168.0,0.545,75.0,48.0,B,218.0,60.0,KONČAR,55.0,33.0,4.0,5.0
PR148AT3INV,1330.0,FREE_STANDING,"[2022, 3, 23]",1330.0,8.0,B,41.0,25.0,56.0,60.0,85.0,1330.0,60.0,B,0.5,www.koncar-ka.hr,168.0,168.0,0.545,75.0,48.0,B,218.0,60.0,KONČAR,55.0,33.0,4.0,5.0
PR107AT2,1000.0,FREE_STANDING,"[2022, 3, 23]",1000.0,7.0,C,50.0,23.0,50.0,60.0,85.0,1000.0,80.0,B,0.5,www.koncar-ka.hr,160.0,160.0,0.6900000000000001,76.0,45.0,D,208.0,60.0,KONČAR,69.0,27.0,4.0,5.0
PR106AT0,1000.0,FREE_STANDING,"[2022, 3, 23]",1000.0,6.0,C,44.0,26.0,50.0,60.0,85.0,1000.0,80.0,C,0.5,www.koncar-ka.hr,154.0,152.0,0.648,76.0,43.0,D,193.0,60.0,KONČAR,65.0,36.0,4.0,5.0
PRS106AT0,1000.0,FREE_STANDING,"[2022, 3, 23]",1000.0,6.0,C,44.0,23.0,42.0,60.0,85.0,1000.0,80.0,B,0.5,www.koncar-ka.hr,150.0,140.0,0.648,76.0,43.0,D,180.0,60.0,KONČAR,65.0,28.0,4.0,5.0
PR105AT0,1002.0,FREE_STANDING,"[2022, 3, 23]",1001.0,5.0,C,42.0,25.0,50.0,60.0,85.0,1004.0,79.8,B,0.5,www.koncar-ka.hr,148.0,138.0,0.601,76.0,41.0,D,178.0,60.0,KONČAR,61.0,35.0,4.0,4.9
F4J3VYP3WE,1360.0,FREE_STANDING,"[2022, 3, 23]",1360.0,9.0,B,44.0,28.0,55.0,24.0,85.0,1360.0,80.0,B,0.5,https://www.lg.com/global/ajax/common_manual,171.0,165.0,0.761,76.0,50.0,D,228.0,60.0,LG Electronics,77.0,38.0,4.0,5.0
974368 WF 612 D S701T ,1120.0,FREE_STANDING,"[2022, 3, 22]",1120.0,6.0,B,44.0,26.0,50.0,24.0,85.0,1120.0,80.0,C,0.5,https://www.electrodepot.fr/international-after-sales,154.0,152.0,0.648,78.0,43.0,D,193.0,60.0,VALBERG,65.0,36.0,4.0,5.0
974369 WF 612 D B701T,1120.0,FREE_STANDING,"[2022, 3, 22]",1120.0,6.0,B,44.0,26.0,50.0,24.0,85.0,1120.0,80.0,C,0.5,https://www.electrodepot.fr/international-after-sales,154.0,152.0,0.648,78.0,43.0,D,193.0,60.0,VALBERG,65.0,36.0,4.0,5.0
974367 WF 612 D W701T,1120.0,FREE_STANDING,"[2022, 3, 22]",1120.0,6.0,B,44.0,26.0,50.0,24.0,85.0,1120.0,80.0,C,0.5,https://www.electrodepot.fr/international-after-sales,154.0,152.0,0.648,78.0,43.0,D,193.0,60.0,VALBERG,65.0,36.0,4.0,5.0
WM814T1WB0BE,1330.0,FREE_STANDING,"[2022, 3, 21]",1330.0,8.0,B,43.0,24.0,53.0,24.0,85.0,1330.0,60.0,B,0.5,https://daewooelectronics.com/,168.0,168.0,0.545,76.0,48.0,B,218.0,60.0,DAEWOO,55.0,29.0,4.0,5.0
GWAC712DL,1120.0,FREE_STANDING,"[2022, 3, 21]",1120.0,7.0,B,50.0,23.0,50.0,12.0,85.0,1120.0,79.9,C,0.5,https://amica-group.com/,160.0,160.0,0.6890000000000001,78.0,45.0,D,208.0,60.0,Amica,69.0,27.0,4.0,5.0
SWUE7512XWW 7000440034,1000.0,FREE_STANDING,"[2022, 3, 21]",1000.0,7.0,C,42.0,26.0,49.0,24.0,84.0,1000.0,90.5,A,0.5,http://support.beko.com,161.0,161.0,0.78,72.0,45.0,E,207.0,60.0,Beko,78.0,41.0,4.0,4.9
LL1207DW,1120.0,FREE_STANDING,"[2022, 3, 20]",1120.0,7.0,B,44.0,20.0,53.0,24.0,85.0,1120.0,80.0,C,0.5,http://vestel-france.fr/fr/,162.0,160.0,0.6900000000000001,79.0,45.0,D,205.0,60.0,TELEFUNKEN,69.0,29.0,4.0,5.0
GW7P79419W 7178542600,1400.0,FREE_STANDING,"[2022, 3, 19]",1400.0,9.0,B,36.0,24.0,58.0,24.0,84.0,1400.0,46.5,B,0.5,http://support.grundig.com,173.0,173.0,0.442,75.0,38.0,A,228.0,60.0,GRUNDIG,44.0,30.0,4.0,4.9
WG44G20BDN,1351.0,FREE_STANDING,"[2022, 3, 18]",1351.0,9.0,B,38.0,23.0,64.0,24.0,85.0,1351.0,48.8,A,0.15,https://www.siemens-home.com/e-label,174.0,142.0,0.464,70.0,48.0,A,228.0,60.0,Siemens,46.0,27.0,1.1,5.0
WAU28PHKPL,1351.0,FREE_STANDING,"[2022, 3, 18]",1351.0,9.0,B,38.0,23.0,63.0,24.0,85.0,1351.0,48.8,A,0.15,https://www.bosch-home.com/energylabel,174.0,142.0,0.464,71.0,48.0,A,228.0,60.0,Bosch,46.0,27.0,1.1,5.0
FA104V7R2TE,1360.0,FREE_STANDING,"[2022, 3, 18]",1360.0,10.5,A,36.0,26.0,57.0,24.0,85.0,1360.0,51.9,A,0.5,https://www.lg.com/global/ajax/common_manual,180.0,145.0,0.522,71.0,53.0,A,240.0,60.0,LG Electronics,53.0,31.0,4.0,5.0
F28V7GY2PE,1170.0,FREE_STANDING,"[2022, 3, 18]",1170.0,8.5,B,37.0,25.0,48.0,24.0,85.0,1170.0,51.6,A,0.5,https://www.lg.com/global/ajax/common_manual,171.0,150.0,0.48,71.0,49.0,A,223.0,60.0,LG Electronics,48.0,28.0,4.0,5.0
FB48V3TN3W,1360.0,FREE_STANDING,"[2022, 3, 18]",1360.0,8.0,B,39.0,23.0,57.0,24.0,85.0,1360.0,59.7,B,0.5,https://www.lg.com/global/ajax/common_manual,168.0,150.0,0.543,73.0,48.0,B,218.0,60.0,LG Electronics,55.0,32.0,4.0,5.0
